S	collection_date	region	country	Sample	Colombia	Finland	France	Iraq	Nepal	Peru	South-Africa	Sweden	Turkey	Belgium	Brazil	Israel	Nigeria	Thailand	Japan	Malaysia	Pakistan	Taiwan	Greece	India	Philippines	South-Korea	Tunisia	Viet-Nam	Australia	Italy	Iran	Spain	China	USA
SRR11494578	2020-03	Australia	Australia	SRR11494578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12583679363267566	0	0	0.12560472564736122	0.12405562111422559	0	0	0.12311096862453405	0	0.046119506027451976	0	0.04039154769466148	0.02942758808183556	0.16981935924294034	0.09188719861670949	0.1454907477855867
SRR11507347	2020-03	USA-WI	USA	SRR11507347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08676909537198775	0	0.12484764464213527	0	0	0.12389879933710717	0.09004727025651964	0.04544116893185716	0.030819711235149115	0	0.02784704716848297	0.17076940137785332	0.09305606851071467	0.1521222051009427
SRR11494644	2020-03	Australia	Australia	SRR11494644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12766855363867172	0	0	0.12548066909219666	0.12437345646294869	0	0	0.12375689878847043	0	0.045431320643071205	0	0.039449811799145765	0.025202117852347355	0.17311865058867196	0.09485947145302702	0.15439436256729236
SRR11397730	2020-01	Australia	Australia	SRR11397730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13411429551980283	0	0	0.13677992126926475	0.13245869202697297	0	0	0.13394769391046146	0	0.048432476182280755	0	0.040400890265282215	0.01671651147847305	0.13070763969545793	0.09455075188480405	0.13189112776719997
SRR11494476	2020-03	Australia	Australia	SRR11494476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12557493627862923	0	0	0.1255751146927661	0.12379546435263189	0	0	0.12292265356468225	0	0.04585109369742389	0	0.041566535457936794	0.03030603921351399	0.1697339644623501	0.09264154643058045	0.14250023251124252
SRR11494520	2020-03	Australia	Australia	SRR11494520	0	0	0	0	0	0	0	0	0	0	0	0.1218950724488136	0	0	0.12645250197321217	0	0	0.12585546368567832	0.12444661792172627	0	0	0.12366553040541586	0	0.046346170508926546	0	0.04134907450141753	0	0.17029020604875972	0.09346017250209789	0.15083610217003326
SRR11412327	2020-03	Canada	Canada	SRR11412327	0	0	0	0	0	0	0	0	0	0	0.12519392508709007	0	0	0	0.12559145112870268	0	0	0.12559651839993802	0.12382600159969902	0	0	0.12294809392878041	0	0.04584418964047167	0	0.041537538311317415	0	0.16944292882684753	0.09261839759917305	0.1424044362622991
SRR11494649	2020-03	Australia	Australia	SRR11494649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12898106700422332	0	0	0.12822283935831538	0.12797751929777523	0	0	0.12711344738918676	0	0.04596381568457426	0	0.03947722807982611	0.024110254287701426	0.1626487345696673	0.10398564927472338	0.1555604281303539
SRR11267811	2020-02	China-BGI	China	SRR11267811	0	0	0	0	0	0	0	0	0	0	0	0.12183632245194764	0	0	0.1254880308627721	0	0	0.12544245063060858	0.12383320386613565	0	0	0.12289911352829916	0	0.0458855972863168	0	0.04126384676826101	0	0.17046279902013753	0.09289317876014014	0.14293119377299687
SRR11494682	2020-03	Australia	Australia	SRR11494682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12824428760745485	0	0	0.12615377547944984	0.12564299515107363	0	0	0.12518696116190056	0	0.045658173603579114	0	0.03935206825128188	0.02547341110670334	0.16898463095628435	0.09878833395576499	0.15270809281757355
SRR11494712	2020-03	Australia	Australia	SRR11494712	0	0	0	0	0	0	0	0	0	0	0	0.12193310881288837	0	0	0.12608986821602575	0	0	0.1256291438970697	0.12413774666267056	0	0	0.12335692584720206	0	0.046060052085612764	0	0.040797762369499856	0	0.17294159243407978	0.09256024453617508	0.14532617967147204
SRR11313367	2020-01	China-Hubei	China	SRR11313367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14473355384152944
SRR11494651	2020-03	Australia	Australia	SRR11494651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12558894313503843	0	0	0.12559258728964065	0.12382096623696517	0	0	0.12294062483841575	0	0.04584811161141262	0	0.04154582418715661	0.030267834863272426	0.16950463446728115	0.09262447145234173	0.14242757285342075
SRR11397725	2020-03	Australia	Australia	SRR11397725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12543717171020283	0	0.0887208065897474	0.1253853311494246	0.12382512047768227	0	0	0.12289102876307528	0	0.04588322006027785	0	0	0.02958242119482632	0.17048394784376553	0.09270967774497997	0.14334749791860887
SRR11494538	2020-03	Australia	Australia	SRR11494538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1260288299882284	0	0	0.12576842392987317	0.124123409890819	0	0	0.12336545921110036	0	0.04607745995349321	0	0.04054840511117608	0.02954863682277853	0.17164301828299308	0.09222838964159844	0.14527765218266964
SRR11494463	2020-03	Australia	Australia	SRR11494463	0	0	0	0	0	0	0	0	0	0	0	0.12093463973405683	0	0	0.12729721932475085	0	0	0.12521083308435338	0.12416114870784789	0	0	0.12345047391804537	0	0.04541066657899623	0	0.03938977476834222	0	0.17290820153504433	0.09457447070986964	0.15347463156531607
SRR11313406	2020-02	China-Hubei	China	SRR11313406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0925643595877457	0.14433028770420972
SRR11494535	2020-03	Australia	Australia	SRR11494535	0	0	0	0	0	0	0	0	0	0	0	0.12196121629451	0	0	0.12606405000390022	0	0	0.12568155691700614	0.12413930487663345	0	0	0.12336139475977631	0	0.04610539522238062	0	0.04078250963002006	0	0.1724580745616266	0.09253795881432131	0.14517033577160704
SRR11397728	2020-03	Australia	Australia	SRR11397728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1256043648633689	0	0	0.12560943772509447	0.12376553932759508	0	0	0.12288521577729213	0	0.04582433434349425	0	0.04165618353512292	0	0.17052951784894857	0.09270937398977064	0.1430625365948594
SRR11476464	2020-01	USA-WA	USA	SRR11476464	0	0	0	0	0	0	0	0	0	0	0	0.12192023837169398	0	0	0.12603634298647923	0	0	0.1255488612536566	0.12404265630328423	0.06969904559603664	0	0.12327572254902001	0	0.04607571833673723	0	0	0	0.17380011616097724	0.09260767432951636	0.1456226415201457
SRR11412332	2020-03	Canada	Canada	SRR11412332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12727866188281528	0	0	0.12483157757917615	0.12372302764467004	0	0	0.12302329008705709	0	0.04543848831237432	0	0.039474185106747384	0.02607867599745156	0.175269018779701	0.09569037336930106	0.15449140967395103
SRR11494697	2020-03	Australia	Australia	SRR11494697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1255085993295377	0	0	0.12540163167442145	0.1238179246946923	0	0	0.12287911063221896	0	0.04584488116148641	0	0.041231103011046294	0.030735202458501233	0.1707355932082777	0.09287453181944896	0.142580685137754
SRR11140747	2020-02	USA-WI	USA	SRR11140747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12577342204564143	0	0.08915033617012771	0.12552988812601715	0.12396418604134918	0	0	0.12301186538766153	0	0.04601321512222321	0	0	0.029129501112915606	0.17043795621618038	0.09189500607582264	0.1457085154365307
SRR11494707	2020-03	Australia	Australia	SRR11494707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12646719757446764	0	0	0.1257316556708847	0.12432835808390552	0	0	0.12352286838426123	0	0.04633486713546527	0	0.04132537839514539	0.03009226426347187	0.17054072748901045	0.09338996508311996	0.15059561811498298
SRR11491756	2020-03	USA-Utah	USA	SRR11491756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1255573936352092	0	0.08850865202770264	0.1255550362351705	0.12376637851191324	0	0	0.1228960022204074	0	0	0	0.041585532679294566	0.030357673676205166	0.1699194613452549	0.09265179889259227	0.14255756482924584
SRR11513118	2020-03	USA-Utah	USA	SRR11513118	0	0	0	0	0	0	0	0	0	0	0	0.12188744185314487	0	0	0.12610987480008556	0	0.08852741210082961	0.1258114805876907	0.12415552901642918	0	0	0.12323196072675636	0	0	0	0.04050253118142099	0	0.17158837341754704	0.0919997633437536	0.14426266193982487
SRR11313453	2020-01	China-Hubei	China	SRR11313453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12672474357539035	0	0.0890313899593286	0.1259844067431072	0.1244974147436069	0	0	0.12367641174206431	0	0.04632047738687591	0	0.04116677879675514	0	0.17068995947905805	0.09331596603224795	0.14867547576452844
SRR11494560	2020-03	Australia	Australia	SRR11494560	0	0	0	0	0	0	0	0	0	0	0	0.12164182243529711	0	0	0.12723885360499634	0	0	0.12651882708664847	0.1250247353469551	0	0	0.12433554442550711	0	0.04560318153805089	0	0.04216149971129838	0	0.16820979838533248	0.09364534867354296	0.15611524431311027
SRR11397414	2020-03	Canada	Canada	SRR11397414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1263965312926384	0	0	0.12573090549655322	0.12448730135176093	0.07093659838053017	0	0.12359484340395334	0	0.04547452106334596	0	0.041700799818978625	0	0.17084514432486864	0.09283726738649332	0.1502738500787787
SRR11494609	2020-03	Australia	Australia	SRR11494609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12719454358485044	0	0	0.12552398550674962	0.12452131206725306	0	0	0.12320852497921621	0	0.045282741696838325	0	0.03931845322039277	0.027083263320807488	0.17230992679137425	0.09449969258567366	0.1545139480929
SRR11544838	2020-04	USA-WI	USA	SRR11544838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12542693517732953	0	0.08840803039134004	0.1253360949723003	0.12373994742276033	0	0	0.12281355020266185	0	0.045911355428888724	0	0	0.029748173135654258	0.17132865804683245	0.09279822250788489	0.14387238992774593
SRR11494752	2020-03	Australia	Australia	SRR11494752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12615057123502826	0	0	0.1259417185033413	0.12433771725326434	0	0	0.12344343273778594	0	0.04614188240612437	0	0.04051129765757437	0.029235561848608854	0.17061128505707635	0.09217494610546051	0.14474231093410606
SRR11494604	2020-03	Australia	Australia	SRR11494604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12764757972069465	0	0	0.12598624319149263	0.12500246688181418	0	0	0.12407656257477304	0	0.045408607293293	0	0.04332970251885764	0.026452378930249928	0.173873360840076	0.09310766056099401	0.15954651849891716
SRR11313271	2020-01	China-Hubei	China	SRR11313271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16028250055849844
SRR11544835	2020-03	USA-WI	USA	SRR11544835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1256469573239731	0	0.08798322545000413	0	0.1238077240150243	0	0	0.12291357357859135	0.07582117747436357	0	0.04628816430071692	0	0.029840458058738577	0.17151323965424883	0.09230593928159546	0.1427045795146652
SRR11513115	2020-03	USA-Utah	USA	SRR11513115	0	0	0	0	0	0	0	0	0	0	0	0.12183892566997734	0	0	0.12586384143173548	0	0	0.1256073763972807	0.12404076567604365	0	0	0.12309879229279529	0	0.04602701810519413	0	0.040447772466034614	0	0.1706013482340047	0.09187866187926058	0.1458794408457992
SRR11507352	2020-03	USA-WI	USA	SRR11507352	0	0	0	0	0	0	0	0	0	0	0	0	0.04129997959531002	0	0	0.03851160302336172	0.08858267898742912	0	0	0	0	0	0.08006122381824671	0.046039138032610664	0.04446317187673699	0	0.02954669699260617	0.17086217770008505	0.09203158720887075	0.1450542706655088
SRR11494720	2020-03	Australia	Australia	SRR11494720	0	0	0	0	0	0	0	0	0	0	0	0.12184362204981307	0	0	0.12582785751525968	0	0	0.12557666041582424	0.12401973653496598	0	0	0.1230768338063437	0	0.04602238697428751	0	0.04043514673790021	0	0.17040488689245684	0.09191013095752927	0.1458644526544897
SRR11494512	2020-03	Australia	Australia	SRR11494512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12698964441197727	0	0	0.12607720395157196	0.12480272651754187	0	0	0.12386176277222882	0	0.045444121063155735	0	0.0419644678986986	0.027836716036289514	0.17069049824734583	0.09306392390981548	0.1518315496232004
SRR11313421	2020-01	China-Hubei	China	SRR11313421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12568935800662115	0.12426944168350208	0	0	0.12347587881706626	0.07847268927041155	0.046392631104258814	0	0.04141634297442835	0.02772749408207238	0.16984902087796053	0.0932553906436953	0.14903331823688773
SRR11494482	2020-03	Australia	Australia	SRR11494482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1257532411711805	0	0	0.125762443974965	0.1240024603276119	0	0	0.12319344110994719	0	0.0459222038748228	0	0.04144920534036898	0	0.1707326821850242	0.09227456035278517	0.1434247924972292
SRR11059946	2019-12	China-Beijing	China	SRR11059946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1256094153359455	0	0	0.1256010696153275	0.12376863485074363	0.07856811184558309	0	0.12299365239427026	0	0	0	0.04154288730954621	0.029829274177047494	0.17147788891556753	0.09231232466988029	0.1438204561654038
SRR11507320	2020-03	USA-WI	USA	SRR11507320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08877394659492188	0.12582712045202182	0.12426535938753795	0	0	0.1233440049164292	0.07016259970603565	0.04611410541184742	0	0	0.029271280191486032	0.17091274578542257	0.09212557544847667	0.14460434576075062
SRR11412318	2020-03	Canada	Canada	SRR11412318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1257434403545215	0	0	0.1257515151088464	0.1239919641630988	0	0	0.12318000033973027	0	0.04592039716069645	0	0.041450138762717234	0.029619725649365946	0.17076455084832767	0.09227186411717324	0.14343203851489583
SRR11494676	2020-03	Australia	Australia	SRR11494676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12751061773303787	0	0	0.12612746042945677	0.1251549955356255	0	0	0.12391248802642572	0	0.04549288571647096	0	0.03934593931862165	0.026794059455927426	0.17023104451699572	0.09411501450533029	0.15976953761981139
SRR11544847	2020-04	USA-WI	USA	SRR11544847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08838729020154143	0.125509236389163	0.12384523336570713	0	0	0.12295280363281529	0.07458101213084016	0.04592127297031807	0	0	0.029762426981495654	0.17116497227710759	0.09224407953400794	0.14424207969627156
SRR11494581	2020-03	Australia	Australia	SRR11494581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12609873637524419	0	0	0.12572905686578734	0.12428036737114652	0	0	0.12342379416581599	0	0.04611045230784633	0	0.04075773048397177	0.0293220595659036	0.17189009342457626	0.09249809047346717	0.14497265051524008
SRR11507375	2020-03	USA-WI	USA	SRR11507375	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06408106239903501	0	0.03244689320988869	0.08742852922585319	0	0	0	0	0	0.07679528823628227	0.046349425084946605	0.03099346304936542	0	0.028152335331922317	0.16981782077949711	0.09336891048488646	0.15112813907740144
SRR11494623	2020-03	Australia	Australia	SRR11494623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12550671014295153	0	0	0.1253888343856503	0.12379130471056007	0	0	0.12285650790715295	0	0.045855852328597055	0	0.04124444472250886	0	0.1704911044042573	0.09284977945584069	0.14281154739338237
SRR11445485	2020-03	Malaysia	Malaysia	SRR11445485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12636806900496225	0	0.08855253901401203	0.12583977794793874	0.12462418435612604	0	0	0.1237447900057565	0	0.045560526642893076	0	0	0.027735538259589604	0.1688633863832556	0.09353083677137855	0.1499098455388837
SRR11313300	2020-01	China-Hubei	China	SRR11313300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1717164766105319	0	0.15035453671481547
SRR11491771	2020-03	USA-Utah	USA	SRR11491771	0	0	0	0	0	0	0	0	0	0	0	0.12121891437035419	0	0	0.12739336489127223	0	0	0.1258906259430636	0.12487156011847927	0	0	0.12364396936888135	0	0.04540074940520227	0	0.03929540565468024	0	0.1699984825830229	0.09437700546821216	0.15323585612771215
SRR11494547	2020-03	Australia	Australia	SRR11494547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1260470738372462	0	0	0.12584374291415623	0.12428663617865322	0	0	0.12354880001999897	0	0.04609422923607743	0	0.04058175848990722	0.029585219628082665	0.17196768853408018	0.09230433711191705	0.1438083230453189
SRR11507378	2020-03	USA-WI	USA	SRR11507378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04183693686926755	0.08948664961460989	0	0.12429467641311916	0	0	0.1234939178424165	0.0755247344366588	0	0.051500438135091794	0	0.029857657231549702	0.17176798804698337	0.09307047175609895	0.14707915590469386
SRR11494594	2020-03	Australia	Australia	SRR11494594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12638113973234083	0	0	0.12567332931644615	0.12428182855475277	0	0	0.12347873908483115	0	0.046346474638554284	0	0.041305943940933336	0.030105696113489944	0.17184711067984226	0.09331454712039695	0.15006210003879178
SRR11491769	2020-03	USA-Utah	USA	SRR11491769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12568363849432765	0	0	0.12563359115855902	0.12388725748438745	0	0	0.12307715846944284	0	0.045919580474953835	0	0.041414941127507494	0.029671081790152373	0.1707182389355071	0.09227372271713034	0.144347207727052
SRR11454615	2019-12	China-Hubei	China	SRR11454615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12557260441572135	0	0.08837920728001414	0.12558526625204824	0.12374402628869532	0	0	0.12287249827934167	0	0.04583934862143301	0	0.041633012696785876	0	0.17039732058681442	0.09268384345680886	0.14290606656246235
SRR11507360	2020-03	USA-WI	USA	SRR11507360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1260014127753978	0	0.08884766573434934	0.1256818535730799	0.12423977477109406	0	0	0.12340604900901621	0	0.04611060336862715	0	0	0.029188900775510895	0.17168145194306275	0.09248042828911256	0.1446036453263805
SRR11494636	2020-03	Australia	Australia	SRR11494636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12960503613720098	0	0	0.1267839643052704	0.12640982770781672	0	0	0.12579315563392926	0	0.045802074251536526	0	0.039162077390820144	0	0.169452141268268	0.10044762304725958	0.15724514244391832
SRR11313285	2020-01	China-Hubei	China	SRR11313285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12810620196508177	0	0.0852164172936303	0.12623225215857292	0.12577371203049326	0	0	0.12524912793613807	0	0.04560705827104661	0	0	0.025126048940024574	0.16753426186126555	0.09841822032522902	0.15147338238583438
SRR11178057	2020-01	China-Hongkong	China	SRR11178057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15927556044705604
SRR11494760	2020-03	Australia	Australia	SRR11494760	0	0	0	0	0	0	0	0	0	0	0	0.12179191684866697	0	0	0.12608865532564612	0	0	0.1258894112626834	0.12429653288626809	0	0	0.12359867288631553	0	0.04609728485253955	0	0.04057255236387527	0	0.1717084083481838	0.09230296973055134	0.14470300873040529
SRR11491764	2020-03	USA-Utah	USA	SRR11491764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12578909366626564	0	0.08825630672119593	0.12564691276099615	0.12407414107638995	0	0	0.12312724759118908	0	0	0	0.04169057759932882	0.029749416378462304	0.1708407166864618	0.09241446403994341	0.1436728704660311
SRR11494599	2020-03	Australia	Australia	SRR11494599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12640021358913384	0	0	0.1257113830142195	0.12441881759170188	0	0	0.12360554270186926	0	0.04624656563552212	0	0.041122426028362614	0.029634243435780982	0.17112973062486223	0.09320150035072501	0.1480562326976883
SRR11494552	2020-03	Australia	Australia	SRR11494552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12640404140748135	0	0	0.12586537595111577	0.12446540197018047	0	0	0.12366540548325339	0	0.046267837504922325	0	0.04099649471250651	0.029583737840053977	0.17229609148355446	0.09298748245114594	0.14667095253434387
SRR11313461	2020-01	China-Hubei	China	SRR11313461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09447559871700811	0	0	0	0.027575705237251568	0.16883799416754222	0.09330681296396302	0.15384628198549827
SRR11410540	2020-03	USA-Utah	USA	SRR11410540	0	0	0	0	0	0	0	0	0	0	0	0.12181979941619592	0	0	0.12601201783540975	0	0	0.12584119012141406	0.12426394307038656	0	0	0.12356372370777814	0	0.04610185132922095	0	0	0.02951331713703025	0.17152651815487333	0.09226723704661961	0.14548491382204334
SRR11494735	2020-03	Australia	Australia	SRR11494735	0	0	0	0	0	0	0	0	0	0	0.12368717341336284	0	0	0	0.1268020608315678	0	0	0.125969454409357	0.12471888400201206	0	0	0.12379189157436667	0	0.04544513489109364	0	0.04187305354510056	0	0.17018812680112552	0.09295371786734057	0.15127137434400972
SRR11393272	2020-03	USA-WI	USA	SRR11393272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17336747699799196	0.09281703513080464	0.14648361480566982
SRR11494507	2020-03	Australia	Australia	SRR11494507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12577660132283927	0	0	0.12553364316489024	0.12396222869739666	0	0	0.12301422913427584	0	0.04602155590295396	0	0.04043124850367413	0.02915317570984569	0.17054431392029312	0.09190369024997881	0.14576183425984882
SRR11313434	2020-01	China-Hubei	China	SRR11313434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12615927237733945	0	0.08880368218376172	0.12566664977917635	0.12412806056785533	0	0	0.12348319682037397	0	0.0461633957823141	0	0	0.029660988753075605	0.17374404116666087	0.09280451822761748	0.14630604234491631
SRR11476456	2020-01	USA-WA	USA	SRR11476456	0	0	0	0	0	0	0	0	0	0	0	0.12183972705966976	0	0	0.12582026285961098	0	0.0883543905120283	0.12565498359388919	0.1240515976657703	0	0	0.12313171553427676	0	0.04593880614014822	0	0	0	0.1707905791336564	0.09250775735336024	0.14409291447782777
SRR11494497	2020-03	Australia	Australia	SRR11494497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12762378502038635	0	0	0.12604785400032875	0.1250174094635429	0	0	0.12406884316761546	0	0.045423174855310645	0	0.04326188839986275	0.026337339361890706	0.17309503044639976	0.09307347680209421	0.1590038115709766
SRR11507338	2020-03	USA-WI	USA	SRR11507338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12662662089738172	0	0.0863132995098271	0.12580187565261064	0.124557054994265	0	0	0.12363611513456056	0	0	0.030564544559976585	0	0.027934135705938855	0.17042742259515833	0.09285418585777913	0.1512068057804268
SRR11313439	2020-01	China-Hubei	China	SRR11313439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17345123356154943	0	0.14437804330460582
SRR11397717	2020-03	Australia	Australia	SRR11397717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1254364075885605	0	0	0.12534797532553393	0.12374982058345822	0	0	0.12282388151198964	0	0.045914002458170226	0	0.041360070394040445	0	0.1712973079117155	0.09280097821979896	0.14386636375864392
SRR11507335	2020-03	USA-WI	USA	SRR11507335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12724940580672944	0	0.0855942353957651	0.12632896467787572	0.12504178502762103	0	0	0.12430312428668272	0	0	0.03131225895051945	0	0.026828532525203428	0.1699495795054299	0.094019418595991	0.1566580888864076
SRR11494663	2020-03	Australia	Australia	SRR11494663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12578656848722033	0	0	0.12565683789288462	0.12409422510371863	0	0	0.12315138224360754	0	0.04588441329541192	0	0.04165229994229603	0	0.170529864929425	0.09238051140331946	0.14351871769733707
SRR11479033	2020-03	USA-Utah	USA	SRR11479033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12748806799414783	0	0	0.1264915837133121	0.12523577812108677	0	0	0.1244087588169596	0	0.04557234066268625	0	0.042640480358961445	0.025909059275612524	0.17046546470312834	0.09384033718412971	0.15822156353010353
SRR11494738	2020-03	Australia	Australia	SRR11494738	0	0	0	0	0	0	0	0	0	0	0	0.12141628074287522	0	0	0.12734743080365257	0	0	0.12646690911499017	0.12518106544831104	0	0	0.12446543904123071	0	0.04567448469658753	0	0.04244872170306184	0	0.16898957293616712	0.09398296360680736	0.15609562456900744
